   25.51| 6.855E+00
   25.90| 7.798E+00
   26.30| 8.740E+00
   26.71| 1.012E+01
   27.12| 1.141E+01
   27.54| 1.282E+01
   27.97| 1.448E+01
   28.40| 1.629E+01
   28.84| 1.828E+01
   29.29| 2.039E+01
   29.74| 2.271E+01
   30.20| 2.512E+01
   30.67| 2.779E+01
   31.14| 3.067E+01
   31.62| 3.369E+01
   32.11| 3.713E+01
   32.61| 4.058E+01
   33.11| 4.428E+01
   33.63| 4.815E+01
   34.15| 5.243E+01
   34.67| 5.693E+01
   35.21| 6.139E+01
   35.75| 6.660E+01
   36.31| 7.175E+01
   36.87| 7.761E+01
   37.44| 8.398E+01
   38.02| 9.086E+01
   38.61| 9.738E+01
   39.20| 1.037E+02
   39.81| 1.097E+02
   40.43| 1.166E+02
   41.05| 1.238E+02
   41.69| 1.317E+02
   42.33| 1.393E+02
   42.99| 1.471E+02
   43.65| 1.555E+02
   44.33| 1.643E+02
   45.01| 1.732E+02
   45.71| 1.819E+02
   46.42| 1.903E+02
   47.13| 1.996E+02
   47.86| 2.087E+02
   48.60| 2.177E+02
   49.36| 2.269E+02
   50.12| 2.366E+02
   50.89| 2.458E+02
   51.68| 2.550E+02
   52.48| 2.641E+02
   53.29| 2.727E+02
   54.12| 2.812E+02
   54.95| 2.890E+02
   55.80| 2.965E+02
   56.67| 3.046E+02
   57.54| 3.135E+02
   58.43| 3.222E+02
   59.34| 3.308E+02
   60.26| 3.380E+02
   61.19| 3.439E+02
   62.13| 3.510E+02
   63.10| 3.582E+02
   64.07| 3.662E+02
   65.06| 3.738E+02
   66.07| 3.790E+02
   67.09| 3.820E+02
   68.13| 3.868E+02
   69.18| 3.941E+02
   70.25| 3.990E+02
   71.34| 4.021E+02
   72.44| 4.042E+02
   73.56| 4.075E+02
   74.70| 4.102E+02
   75.86| 4.132E+02
   77.03| 4.134E+02
   78.22| 4.152E+02
   79.43| 4.185E+02
   80.66| 4.190E+02
   81.91| 4.183E+02
   83.18| 4.205E+02
   84.46| 4.210E+02
   85.77| 4.199E+02
   87.10| 4.199E+02
   88.44| 4.182E+02
   89.81| 4.158E+02
   91.20| 4.133E+02
   92.61| 4.120E+02
   94.04| 4.088E+02
   95.50| 4.057E+02
   96.98| 4.033E+02
   98.48| 3.999E+02
  100.00| 3.962E+02
  101.55| 3.921E+02
  103.12| 3.864E+02
  104.71| 3.811E+02
  106.33| 3.772E+02
  107.98| 3.717E+02
  109.65| 3.652E+02
  111.34| 3.573E+02
  113.07| 3.492E+02
  114.82| 3.425E+02
  116.59| 3.357E+02
  118.39| 3.287E+02
  120.23| 3.211E+02
  122.09| 3.147E+02
  123.97| 3.082E+02
  125.89| 3.016E+02
  127.84| 2.934E+02
  129.82| 2.844E+02
  131.83| 2.766E+02
  133.86| 2.693E+02
  135.94| 2.630E+02
  138.04| 2.572E+02
  140.17| 2.500E+02
  142.34| 2.417E+02
  144.54| 2.346E+02
  146.78| 2.295E+02
  149.05| 2.247E+02
  151.36| 2.170E+02
  153.70| 2.074E+02
  156.08| 1.997E+02
  158.49| 1.939E+02
  160.94| 1.873E+02
  163.43| 1.797E+02
  165.96| 1.721E+02
  168.53| 1.657E+02
  171.13| 1.599E+02
  173.78| 1.546E+02
  176.47| 1.500E+02
  179.20| 1.450E+02
  181.97| 1.394E+02
  184.78| 1.340E+02
  187.64| 1.294E+02
  190.55| 1.252E+02
  193.49| 1.201E+02
  196.49| 1.151E+02
  199.53| 1.103E+02
  202.61| 1.059E+02
  205.75| 1.016E+02
  208.93| 9.742E+01
  212.16| 9.335E+01
  215.44| 8.938E+01
  218.78| 8.553E+01
  222.16| 8.181E+01
  225.60| 7.821E+01
  229.09| 7.472E+01
  232.63| 7.151E+01
  236.23| 6.841E+01
  239.88| 6.544E+01
  243.59| 6.251E+01
  247.36| 5.973E+01
  251.19| 5.702E+01
  255.07| 5.445E+01
  259.02| 5.201E+01
  263.03| 4.964E+01
  267.10| 4.737E+01
  271.23| 4.514E+01
  275.42| 4.307E+01
  279.68| 4.116E+01
  284.01| 3.924E+01
  288.40| 3.739E+01
  292.86| 3.561E+01
  297.39| 3.391E+01
  302.00| 3.228E+01
  306.67| 3.075E+01
  311.41| 2.921E+01
  316.23| 2.766E+01
  321.12| 2.630E+01
  326.09| 2.506E+01
  331.13| 2.390E+01
  336.25| 2.280E+01
  341.45| 2.178E+01
  346.74| 2.079E+01
  352.10| 1.987E+01
  357.55| 1.898E+01
  363.08| 1.813E+01
  368.69| 1.729E+01
  374.40| 1.648E+01
  380.19| 1.574E+01
  386.07| 1.507E+01
  392.04| 1.444E+01
  398.11| 1.378E+01
  404.27| 1.307E+01
  410.52| 1.236E+01
  416.87| 1.166E+01
  423.32| 1.103E+01
  429.87| 1.047E+01
  436.52| 9.954E+00
  443.27| 9.486E+00
  450.13| 9.039E+00
  457.09| 8.612E+00
  464.16| 8.188E+00
  471.34| 7.788E+00
  478.63| 7.407E+00
  486.03| 7.040E+00
  493.55| 6.699E+00
  501.19| 6.368E+00
  508.94| 6.050E+00
  516.81| 5.755E+00
  524.81| 5.472E+00
  532.93| 5.212E+00
  541.17| 4.962E+00
  549.54| 4.730E+00
  558.04| 4.508E+00
  566.67| 4.296E+00
  575.44| 4.093E+00
  584.34| 3.898E+00
  593.38| 3.711E+00
  602.56| 3.531E+00
  611.88| 3.361E+00
  621.35| 3.201E+00
  630.96| 3.045E+00
  640.72| 2.901E+00
  650.63| 2.765E+00
  660.69| 2.635E+00
  670.91| 2.512E+00
  681.29| 2.401E+00
  691.83| 2.293E+00
  702.53| 2.191E+00
  713.40| 2.096E+00
  724.44| 2.001E+00
  735.64| 1.910E+00
  747.02| 1.822E+00
  758.58| 1.736E+00
  770.31| 1.653E+00
  782.23| 1.578E+00
  794.33| 1.505E+00
  806.62| 1.434E+00
  819.09| 1.368E+00
  831.76| 1.305E+00
  844.63| 1.246E+00
  857.70| 1.190E+00
  870.96| 1.137E+00
  884.44| 1.087E+00
  898.12| 1.039E+00
  912.01| 9.927E-01
  926.12| 9.473E-01
  940.44| 9.031E-01
  954.99| 8.624E-01
  969.77| 8.245E-01
  984.77| 7.889E-01
