   25.51| 5.490E+00
   25.90| 5.638E+00
   26.30| 5.679E+00
   26.71| 5.945E+00
   27.12| 6.103E+00
   27.54| 6.195E+00
   27.97| 6.416E+00
   28.40| 6.595E+00
   28.84| 6.773E+00
   29.29| 6.914E+00
   29.74| 7.068E+00
   30.20| 7.216E+00
   30.67| 7.365E+00
   31.14| 7.514E+00
   31.62| 7.658E+00
   32.11| 7.858E+00
   32.61| 8.041E+00
   33.11| 8.223E+00
   33.63| 8.407E+00
   34.15| 8.644E+00
   34.67| 8.908E+00
   35.21| 9.130E+00
   35.75| 9.465E+00
   36.31| 9.765E+00
   36.87| 1.020E+01
   37.44| 1.069E+01
   38.02| 1.125E+01
   38.61| 1.179E+01
   39.20| 1.229E+01
   39.81| 1.272E+01
   40.43| 1.335E+01
   41.05| 1.406E+01
   41.69| 1.489E+01
   42.33| 1.576E+01
   42.99| 1.669E+01
   43.65| 1.775E+01
   44.33| 1.896E+01
   45.01| 2.026E+01
   45.71| 2.162E+01
   46.42| 2.300E+01
   47.13| 2.464E+01
   47.86| 2.635E+01
   48.60| 2.815E+01
   49.36| 3.011E+01
   50.12| 3.228E+01
   50.89| 3.449E+01
   51.68| 3.683E+01
   52.48| 3.933E+01
   53.29| 4.190E+01
   54.12| 4.461E+01
   54.95| 4.730E+01
   55.80| 5.005E+01
   56.67| 5.312E+01
   57.54| 5.656E+01
   58.43| 6.015E+01
   59.34| 6.394E+01
   60.26| 6.741E+01
   61.19| 7.077E+01
   62.13| 7.468E+01
   63.10| 7.874E+01
   64.07| 8.333E+01
   65.06| 8.823E+01
   66.07| 9.207E+01
   67.09| 9.551E+01
   68.13| 9.996E+01
   69.18| 1.054E+02
   70.25| 1.100E+02
   71.34| 1.142E+02
   72.44| 1.182E+02
   73.56| 1.228E+02
   74.70| 1.273E+02
   75.86| 1.322E+02
   77.03| 1.361E+02
   78.22| 1.406E+02
   79.43| 1.462E+02
   80.66| 1.507E+02
   81.91| 1.541E+02
   83.18| 1.594E+02
   84.46| 1.641E+02
   85.77| 1.681E+02
   87.10| 1.726E+02
   88.44| 1.761E+02
   89.81| 1.792E+02
   91.20| 1.826E+02
   92.61| 1.867E+02
   94.04| 1.891E+02
   95.50| 1.925E+02
   96.98| 1.961E+02
   98.48| 1.990E+02
  100.00| 2.018E+02
  101.55| 2.045E+02
  103.12| 2.056E+02
  104.71| 2.070E+02
  106.33| 2.100E+02
  107.98| 2.119E+02
  109.65| 2.126E+02
  111.34| 2.117E+02
  113.07| 2.108E+02
  114.82| 2.110E+02
  116.59| 2.112E+02
  118.39| 2.113E+02
  120.23| 2.107E+02
  122.09| 2.101E+02
  123.97| 2.087E+02
  125.89| 2.088E+02
  127.84| 2.076E+02
  129.82| 2.044E+02
  131.83| 2.020E+02
  133.86| 2.003E+02
  135.94| 2.003E+02
  138.04| 2.002E+02
  140.17| 1.970E+02
  142.34| 1.928E+02
  144.54| 1.907E+02
  146.78| 1.914E+02
  149.05| 1.922E+02
  151.36| 1.879E+02
  153.70| 1.806E+02
  156.08| 1.762E+02
  158.49| 1.742E+02
  160.94| 1.707E+02
  163.43| 1.648E+02
  165.96| 1.586E+02
  168.53| 1.542E+02
  171.13| 1.508E+02
  173.78| 1.481E+02
  176.47| 1.462E+02
  179.20| 1.435E+02
  181.97| 1.392E+02
  184.78| 1.351E+02
  187.64| 1.326E+02
  190.55| 1.304E+02
  193.49| 1.263E+02
  196.49| 1.221E+02
  199.53| 1.181E+02
  202.61| 1.146E+02
  205.75| 1.112E+02
  208.93| 1.077E+02
  212.16| 1.043E+02
  215.44| 1.008E+02
  218.78| 9.740E+01
  222.16| 9.405E+01
  225.60| 9.072E+01
  229.09| 8.743E+01
  232.63| 8.456E+01
  236.23| 8.175E+01
  239.88| 7.902E+01
  243.59| 7.621E+01
  247.36| 7.355E+01
  251.19| 7.087E+01
