   25.51| 5.133E-01
   25.90| 6.171E-01
   26.30| 7.252E-01
   26.71| 8.958E-01
   27.12| 1.061E+00
   27.54| 1.250E+00
   27.97| 1.485E+00
   28.40| 1.758E+00
   28.84| 2.071E+00
   29.29| 2.422E+00
   29.74| 2.832E+00
   30.20| 3.278E+00
   30.67| 3.794E+00
   31.14| 4.376E+00
   31.62| 5.013E+00
   32.11| 5.791E+00
   32.61| 6.603E+00
   33.11| 7.527E+00
   33.63| 8.524E+00
   34.15| 9.684E+00
   34.67| 1.095E+01
   35.21| 1.228E+01
   35.75| 1.386E+01
   36.31| 1.551E+01
   36.87| 1.744E+01
   37.44| 1.965E+01
   38.02| 2.216E+01
   38.61| 2.461E+01
   39.20| 2.707E+01
   39.81| 2.945E+01
   40.43| 3.234E+01
   41.05| 3.547E+01
   41.69| 3.898E+01
   42.33| 4.261E+01
   42.99| 4.644E+01
   43.65| 5.072E+01
   44.33| 5.533E+01
   45.01| 6.013E+01
   45.71| 6.510E+01
   46.42| 7.010E+01
   47.13| 7.577E+01
   47.86| 8.153E+01
   48.60| 8.751E+01
   49.36| 9.377E+01
   50.12| 1.006E+02
   50.89| 1.074E+02
   51.68| 1.144E+02
   52.48| 1.217E+02
   53.29| 1.290E+02
   54.12| 1.365E+02
   54.95| 1.436E+02
   55.80| 1.508E+02
   56.67| 1.587E+02
   57.54| 1.674E+02
   58.43| 1.763E+02
   59.34| 1.855E+02
   60.26| 1.935E+02
   61.19| 2.010E+02
   62.13| 2.097E+02
   63.10| 2.186E+02
   64.07| 2.287E+02
   65.06| 2.393E+02
   66.07| 2.468E+02
   67.09| 2.530E+02
   68.13| 2.616E+02
   69.18| 2.724E+02
   70.25| 2.812E+02
   71.34| 2.883E+02
   72.44| 2.949E+02
   73.56| 3.027E+02
   74.70| 3.103E+02
   75.86| 3.184E+02
   77.03| 3.238E+02
   78.22| 3.307E+02
   79.43| 3.399E+02
   80.66| 3.464E+02
   81.91| 3.503E+02
   83.18| 3.583E+02
   84.46| 3.647E+02
   85.77| 3.694E+02
   87.10| 3.752E+02
   88.44| 3.786E+02
   89.81| 3.814E+02
   91.20| 3.844E+02
   92.61| 3.890E+02
   94.04| 3.903E+02
   95.50| 3.931E+02
   96.98| 3.965E+02
   98.48| 3.985E+02
  100.00| 4.003E+02
  101.55| 4.016E+02
  103.12| 4.001E+02
  104.71| 3.994E+02
  106.33| 4.013E+02
  107.98| 4.013E+02
  109.65| 3.990E+02
  111.34| 3.942E+02
  113.07| 3.893E+02
  114.82| 3.865E+02
  116.59| 3.837E+02
  118.39| 3.807E+02
  120.23| 3.766E+02
  122.09| 3.731E+02
  123.97| 3.685E+02
  125.89| 3.657E+02
  127.84| 3.604E+02
  129.82| 3.522E+02
  131.83| 3.458E+02
  133.86| 3.405E+02
  135.94| 3.378E+02
  138.04| 3.352E+02
  140.17| 3.282E+02
  142.34| 3.194E+02
  144.54| 3.137E+02
  146.78| 3.124E+02
  149.05| 3.114E+02
  151.36| 3.027E+02
  153.70| 2.896E+02
  156.08| 2.808E+02
  158.49| 2.759E+02
  160.94| 2.689E+02
  163.43| 2.586E+02
  165.96| 2.480E+02
  168.53| 2.400E+02
  171.13| 2.335E+02
  173.78| 2.281E+02
  176.47| 2.239E+02
  179.20| 2.186E+02
  181.97| 2.112E+02
  184.78| 2.041E+02
  187.64| 1.993E+02
  190.55| 1.951E+02
  193.49| 1.881E+02
  196.49| 1.812E+02
  199.53| 1.745E+02
  202.61| 1.688E+02
  205.75| 1.632E+02
  208.93| 1.574E+02
  212.16| 1.518E+02
  215.44| 1.463E+02
  218.78| 1.408E+02
  222.16| 1.355E+02
  225.60| 1.303E+02
  229.09| 1.252E+02
  232.63| 1.207E+02
  236.23| 1.163E+02
  239.88| 1.120E+02
  243.59| 1.077E+02
  247.36| 1.036E+02
  251.19| 9.956E+01
  255.07| 9.572E+01
  259.02| 9.203E+01
  263.03| 8.841E+01
  267.10| 8.495E+01
  271.23| 8.150E+01
  275.42| 7.830E+01
  279.68| 7.522E+01
  284.01| 7.220E+01
  288.40| 6.926E+01
  292.86| 6.641E+01
  297.39| 6.365E+01
  302.00| 6.101E+01
  306.67| 5.854E+01
  311.41| 5.601E+01
  316.23| 5.345E+01
  321.12| 5.116E+01
  326.09| 4.905E+01
  331.13| 4.703E+01
  336.25| 4.509E+01
  341.45| 4.329E+01
  346.74| 4.152E+01
  352.10| 3.986E+01
  357.55| 3.824E+01
  363.08| 3.670E+01
  368.69| 3.518E+01
  374.40| 3.371E+01
  380.19| 3.231E+01
  386.07| 3.105E+01
  392.04| 2.986E+01
  398.11| 2.861E+01
  404.27| 2.730E+01
  410.52| 2.601E+01
  416.87| 2.473E+01
  423.32| 2.358E+01
  429.87| 2.251E+01
  436.52| 2.151E+01
  443.27| 2.059E+01
  450.13| 1.970E+01
  457.09| 1.885E+01
  464.16| 1.800E+01
  471.34| 1.720E+01
  478.63| 1.643E+01
  486.03| 1.568E+01
  493.55| 1.499E+01
  501.19| 1.431E+01
  508.94| 1.365E+01
  516.81| 1.304E+01
  524.81| 1.245E+01
  532.93| 1.191E+01
  541.17| 1.138E+01
  549.54| 1.088E+01
  558.04| 1.041E+01
  566.67| 9.952E+00
  575.44| 9.513E+00
  584.34| 9.090E+00
  593.38| 8.682E+00
  602.56| 8.290E+00
  611.88| 7.920E+00
  621.35| 7.571E+00
  630.96| 7.229E+00
  640.72| 6.914E+00
  650.63| 6.614E+00
  660.69| 6.326E+00
  670.91| 6.051E+00
  681.29| 5.802E+00
  691.83| 5.559E+00
  702.53| 5.329E+00
  713.40| 5.110E+00
  724.44| 4.888E+00
  735.64| 4.669E+00
  747.02| 4.457E+00
  758.58| 4.249E+00
  770.31| 4.049E+00
  782.23| 3.868E+00
  794.33| 3.692E+00
  806.62| 3.523E+00
  819.09| 3.365E+00
  831.76| 3.218E+00
  844.63| 3.079E+00
  857.70| 2.948E+00
  870.96| 2.824E+00
  884.44| 2.708E+00
  898.12| 2.597E+00
  912.01| 2.485E+00
  926.12| 2.374E+00
  940.44| 2.266E+00
  954.99| 2.166E+00
  969.77| 2.073E+00
  984.77| 1.985E+00
